"Notes"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"43 weeks"	"43"	"7th month"	"07"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"7th month"	"07"	"2015"	"2015"	0	40	0.00
	"43 weeks"	"43"	"7th month"	"07"	"2016"	"2016"	0	42	0.00
	"43 weeks"	"43"	"7th month"	"07"	"2017"	"2017"	0	39	0.00
	"43 weeks"	"43"	"7th month"	"07"	"2018"	"2018"	2	33	60.61 (Unreliable)
"Total"	"43 weeks"	"43"	"7th month"	"07"			2	154	12.99 (Unreliable)
	"43 weeks"	"43"	"8th month"	"08"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"8th month"	"08"	"2015"	"2015"	0	35	0.00
	"43 weeks"	"43"	"8th month"	"08"	"2016"	"2016"	1	34	29.41 (Unreliable)
	"43 weeks"	"43"	"8th month"	"08"	"2017"	"2017"	0	28	0.00
	"43 weeks"	"43"	"8th month"	"08"	"2018"	"2018"	1	23	43.48 (Unreliable)
"Total"	"43 weeks"	"43"	"8th month"	"08"			2	120	16.67 (Unreliable)
	"43 weeks"	"43"	"9th month"	"09"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"9th month"	"09"	"2015"	"2015"	0	34	0.00
	"43 weeks"	"43"	"9th month"	"09"	"2016"	"2016"	0	24	0.00
	"43 weeks"	"43"	"9th month"	"09"	"2017"	"2017"	0	15	0.00
	"43 weeks"	"43"	"9th month"	"09"	"2018"	"2018"	0	16	0.00
"Total"	"43 weeks"	"43"	"9th month"	"09"			0	89	0.00
	"43 weeks"	"43"	"10th month"	"10"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"43 weeks"	"43"	"10th month"	"10"	"2015"	"2015"	0	9	0.00
	"43 weeks"	"43"	"10th month"	"10"	"2016"	"2016"	0	7	0.00
	"43 weeks"	"43"	"10th month"	"10"	"2017"	"2017"	0	7	0.00
	"43 weeks"	"43"	"10th month"	"10"	"2018"	"2018"	0	5	0.00
"Total"	"43 weeks"	"43"	"10th month"	"10"			0	28	0.00
"Total"	"43 weeks"	"43"					23	2774	8.29
	"44 weeks"	"44"	"No prenatal care"	"00"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"No prenatal care"	"00"	"2015"	"2015"	0	20	0.00
	"44 weeks"	"44"	"No prenatal care"	"00"	"2016"	"2016"	1	18	55.56 (Unreliable)
	"44 weeks"	"44"	"No prenatal care"	"00"	"2017"	"2017"	0	25	0.00
	"44 weeks"	"44"	"No prenatal care"	"00"	"2018"	"2018"	1	21	47.62 (Unreliable)
"Total"	"44 weeks"	"44"	"No prenatal care"	"00"			2	84	23.81 (Unreliable)
	"44 weeks"	"44"	"1st month"	"01"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"1st month"	"01"	"2015"	"2015"	0	7	0.00
	"44 weeks"	"44"	"1st month"	"01"	"2016"	"2016"	0	4	0.00
	"44 weeks"	"44"	"1st month"	"01"	"2017"	"2017"	0	2	0.00
	"44 weeks"	"44"	"1st month"	"01"	"2018"	"2018"	0	5	0.00
"Total"	"44 weeks"	"44"	"1st month"	"01"			0	18	0.00
	"44 weeks"	"44"	"2nd month"	"02"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"2nd month"	"02"	"2015"	"2015"	1	19	52.63 (Unreliable)
	"44 weeks"	"44"	"2nd month"	"02"	"2016"	"2016"	0	18	0.00
	"44 weeks"	"44"	"2nd month"	"02"	"2017"	"2017"	0	16	0.00
	"44 weeks"	"44"	"2nd month"	"02"	"2018"	"2018"	0	8	0.00
"Total"	"44 weeks"	"44"	"2nd month"	"02"			1	61	16.39 (Unreliable)
	"44 weeks"	"44"	"3rd month"	"03"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"3rd month"	"03"	"2015"	"2015"	0	68	0.00
	"44 weeks"	"44"	"3rd month"	"03"	"2016"	"2016"	1	56	17.86 (Unreliable)
	"44 weeks"	"44"	"3rd month"	"03"	"2017"	"2017"	0	59	0.00
	"44 weeks"	"44"	"3rd month"	"03"	"2018"	"2018"	0	44	0.00
"Total"	"44 weeks"	"44"	"3rd month"	"03"			1	227	4.41 (Unreliable)
	"44 weeks"	"44"	"4th month"	"04"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"4th month"	"04"	"2015"	"2015"	0	37	0.00
	"44 weeks"	"44"	"4th month"	"04"	"2016"	"2016"	0	29	0.00
	"44 weeks"	"44"	"4th month"	"04"	"2017"	"2017"	0	45	0.00
	"44 weeks"	"44"	"4th month"	"04"	"2018"	"2018"	0	32	0.00
"Total"	"44 weeks"	"44"	"4th month"	"04"			0	143	0.00
	"44 weeks"	"44"	"5th month"	"05"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"5th month"	"05"	"2015"	"2015"	0	22	0.00
	"44 weeks"	"44"	"5th month"	"05"	"2016"	"2016"	0	23	0.00
	"44 weeks"	"44"	"5th month"	"05"	"2017"	"2017"	0	25	0.00
	"44 weeks"	"44"	"5th month"	"05"	"2018"	"2018"	0	16	0.00
"Total"	"44 weeks"	"44"	"5th month"	"05"			0	86	0.00
	"44 weeks"	"44"	"6th month"	"06"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"6th month"	"06"	"2015"	"2015"	0	41	0.00
	"44 weeks"	"44"	"6th month"	"06"	"2016"	"2016"	0	10	0.00
	"44 weeks"	"44"	"6th month"	"06"	"2017"	"2017"	0	15	0.00
	"44 weeks"	"44"	"6th month"	"06"	"2018"	"2018"	0	11	0.00
"Total"	"44 weeks"	"44"	"6th month"	"06"			0	77	0.00
	"44 weeks"	"44"	"7th month"	"07"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"7th month"	"07"	"2015"	"2015"	0	6	0.00
	"44 weeks"	"44"	"7th month"	"07"	"2016"	"2016"	1	12	83.33 (Unreliable)
	"44 weeks"	"44"	"7th month"	"07"	"2017"	"2017"	1	4	250.00 (Unreliable)
	"44 weeks"	"44"	"7th month"	"07"	"2018"	"2018"	0	11	0.00
"Total"	"44 weeks"	"44"	"7th month"	"07"			2	33	60.61 (Unreliable)
	"44 weeks"	"44"	"8th month"	"08"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"8th month"	"08"	"2015"	"2015"	0	3	0.00
	"44 weeks"	"44"	"8th month"	"08"	"2016"	"2016"	0	8	0.00
	"44 weeks"	"44"	"8th month"	"08"	"2017"	"2017"	0	4	0.00
	"44 weeks"	"44"	"8th month"	"08"	"2018"	"2018"	0	3	0.00
"Total"	"44 weeks"	"44"	"8th month"	"08"			0	18	0.00
	"44 weeks"	"44"	"9th month"	"09"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"9th month"	"09"	"2015"	"2015"	0	5	0.00
	"44 weeks"	"44"	"9th month"	"09"	"2016"	"2016"	0	6	0.00
	"44 weeks"	"44"	"9th month"	"09"	"2017"	"2017"	0	7	0.00
	"44 weeks"	"44"	"9th month"	"09"	"2018"	"2018"	0	9	0.00
"Total"	"44 weeks"	"44"	"9th month"	"09"			0	27	0.00
	"44 weeks"	"44"	"10th month"	"10"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"44 weeks"	"44"	"10th month"	"10"	"2015"	"2015"	0	4	0.00
	"44 weeks"	"44"	"10th month"	"10"	"2016"	"2016"	0	1	0.00
	"44 weeks"	"44"	"10th month"	"10"	"2017"	"2017"	0	4	0.00
	"44 weeks"	"44"	"10th month"	"10"	"2018"	"2018"	0	1	0.00
"Total"	"44 weeks"	"44"	"10th month"	"10"			0	10	0.00
"Total"	"44 weeks"	"44"					6	784	7.65 (Unreliable)
	"45 weeks"	"45"	"No prenatal care"	"00"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"No prenatal care"	"00"	"2015"	"2015"	0	4	0.00
	"45 weeks"	"45"	"No prenatal care"	"00"	"2016"	"2016"	0	4	0.00
	"45 weeks"	"45"	"No prenatal care"	"00"	"2017"	"2017"	0	7	0.00
	"45 weeks"	"45"	"No prenatal care"	"00"	"2018"	"2018"	0	6	0.00
"Total"	"45 weeks"	"45"	"No prenatal care"	"00"			0	21	0.00
	"45 weeks"	"45"	"1st month"	"01"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"1st month"	"01"	"2015"	"2015"	0	0	0.00
	"45 weeks"	"45"	"1st month"	"01"	"2016"	"2016"	0	2	0.00
	"45 weeks"	"45"	"1st month"	"01"	"2017"	"2017"	0	2	0.00
	"45 weeks"	"45"	"1st month"	"01"	"2018"	"2018"	0	1	0.00
"Total"	"45 weeks"	"45"	"1st month"	"01"			0	5	0.00
	"45 weeks"	"45"	"2nd month"	"02"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"2nd month"	"02"	"2015"	"2015"	1	2	500.00 (Unreliable)
	"45 weeks"	"45"	"2nd month"	"02"	"2016"	"2016"	0	3	0.00
	"45 weeks"	"45"	"2nd month"	"02"	"2017"	"2017"	0	4	0.00
	"45 weeks"	"45"	"2nd month"	"02"	"2018"	"2018"	0	7	0.00
"Total"	"45 weeks"	"45"	"2nd month"	"02"			1	16	62.50 (Unreliable)
	"45 weeks"	"45"	"3rd month"	"03"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"3rd month"	"03"	"2015"	"2015"	0	18	0.00
	"45 weeks"	"45"	"3rd month"	"03"	"2016"	"2016"	0	18	0.00
	"45 weeks"	"45"	"3rd month"	"03"	"2017"	"2017"	0	14	0.00
	"45 weeks"	"45"	"3rd month"	"03"	"2018"	"2018"	0	10	0.00
"Total"	"45 weeks"	"45"	"3rd month"	"03"			0	60	0.00
	"45 weeks"	"45"	"4th month"	"04"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"4th month"	"04"	"2015"	"2015"	0	17	0.00
	"45 weeks"	"45"	"4th month"	"04"	"2016"	"2016"	0	21	0.00
	"45 weeks"	"45"	"4th month"	"04"	"2017"	"2017"	0	14	0.00
	"45 weeks"	"45"	"4th month"	"04"	"2018"	"2018"	0	8	0.00
"Total"	"45 weeks"	"45"	"4th month"	"04"			0	60	0.00
	"45 weeks"	"45"	"5th month"	"05"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"5th month"	"05"	"2015"	"2015"	0	11	0.00
	"45 weeks"	"45"	"5th month"	"05"	"2016"	"2016"	0	10	0.00
	"45 weeks"	"45"	"5th month"	"05"	"2017"	"2017"	0	4	0.00
	"45 weeks"	"45"	"5th month"	"05"	"2018"	"2018"	0	6	0.00
"Total"	"45 weeks"	"45"	"5th month"	"05"			0	31	0.00
	"45 weeks"	"45"	"6th month"	"06"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"6th month"	"06"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"45 weeks"	"45"	"6th month"	"06"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
