"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"NICU Admission"	"NICU Admission Code"	"Year"	"Year Code"	Births
	"9th month"	"09"	"26 weeks"	"26"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"26 weeks"	"26"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"26 weeks"	"26"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"26 weeks"	"26"	"No"	"2"			0
"Total"	"9th month"	"09"	"26 weeks"	"26"					0
	"9th month"	"09"	"27 weeks"	"27"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"27 weeks"	"27"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"27 weeks"	"27"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"27 weeks"	"27"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"27 weeks"	"27"	"Yes"	"1"			0
	"9th month"	"09"	"27 weeks"	"27"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"27 weeks"	"27"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"27 weeks"	"27"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"27 weeks"	"27"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"27 weeks"	"27"	"No"	"2"			0
"Total"	"9th month"	"09"	"27 weeks"	"27"					0
	"9th month"	"09"	"28 weeks"	"28"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"28 weeks"	"28"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"28 weeks"	"28"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"28 weeks"	"28"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"28 weeks"	"28"	"Yes"	"1"			0
	"9th month"	"09"	"28 weeks"	"28"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"28 weeks"	"28"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"28 weeks"	"28"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"28 weeks"	"28"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"28 weeks"	"28"	"No"	"2"			0
"Total"	"9th month"	"09"	"28 weeks"	"28"					0
	"9th month"	"09"	"29 weeks"	"29"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"29 weeks"	"29"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"29 weeks"	"29"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"29 weeks"	"29"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"29 weeks"	"29"	"Yes"	"1"			0
	"9th month"	"09"	"29 weeks"	"29"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"29 weeks"	"29"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"29 weeks"	"29"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"29 weeks"	"29"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"29 weeks"	"29"	"No"	"2"			0
"Total"	"9th month"	"09"	"29 weeks"	"29"					0
	"9th month"	"09"	"30 weeks"	"30"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"30 weeks"	"30"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"30 weeks"	"30"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"30 weeks"	"30"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"30 weeks"	"30"	"Yes"	"1"			0
	"9th month"	"09"	"30 weeks"	"30"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"30 weeks"	"30"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"30 weeks"	"30"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"30 weeks"	"30"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"30 weeks"	"30"	"No"	"2"			0
"Total"	"9th month"	"09"	"30 weeks"	"30"					0
	"9th month"	"09"	"31 weeks"	"31"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"31 weeks"	"31"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"31 weeks"	"31"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"31 weeks"	"31"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"31 weeks"	"31"	"Yes"	"1"			0
	"9th month"	"09"	"31 weeks"	"31"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"31 weeks"	"31"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"31 weeks"	"31"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"31 weeks"	"31"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"31 weeks"	"31"	"No"	"2"			0
"Total"	"9th month"	"09"	"31 weeks"	"31"					0
	"9th month"	"09"	"32 weeks"	"32"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"32 weeks"	"32"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"32 weeks"	"32"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"32 weeks"	"32"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"32 weeks"	"32"	"Yes"	"1"			0
	"9th month"	"09"	"32 weeks"	"32"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"32 weeks"	"32"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"32 weeks"	"32"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"32 weeks"	"32"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"32 weeks"	"32"	"No"	"2"			0
"Total"	"9th month"	"09"	"32 weeks"	"32"					0
	"9th month"	"09"	"33 weeks"	"33"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"33 weeks"	"33"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"33 weeks"	"33"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"33 weeks"	"33"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"33 weeks"	"33"	"Yes"	"1"			0
	"9th month"	"09"	"33 weeks"	"33"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"33 weeks"	"33"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"33 weeks"	"33"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"33 weeks"	"33"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"33 weeks"	"33"	"No"	"2"			0
"Total"	"9th month"	"09"	"33 weeks"	"33"					0
	"9th month"	"09"	"34 weeks"	"34"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"34 weeks"	"34"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"34 weeks"	"34"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"34 weeks"	"34"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"34 weeks"	"34"	"Yes"	"1"			0
	"9th month"	"09"	"34 weeks"	"34"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"34 weeks"	"34"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"34 weeks"	"34"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"34 weeks"	"34"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"34 weeks"	"34"	"No"	"2"			0
"Total"	"9th month"	"09"	"34 weeks"	"34"					0
	"9th month"	"09"	"35 weeks"	"35"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"35 weeks"	"35"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"35 weeks"	"35"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"35 weeks"	"35"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"35 weeks"	"35"	"Yes"	"1"			0
	"9th month"	"09"	"35 weeks"	"35"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"35 weeks"	"35"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"35 weeks"	"35"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"35 weeks"	"35"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"35 weeks"	"35"	"No"	"2"			0
"Total"	"9th month"	"09"	"35 weeks"	"35"					0
	"9th month"	"09"	"36 weeks"	"36"	"Yes"	"1"	"2016"	"2016"	44
	"9th month"	"09"	"36 weeks"	"36"	"Yes"	"1"	"2017"	"2017"	35
	"9th month"	"09"	"36 weeks"	"36"	"Yes"	"1"	"2018"	"2018"	55
	"9th month"	"09"	"36 weeks"	"36"	"Yes"	"1"	"2019"	"2019"	47
"Total"	"9th month"	"09"	"36 weeks"	"36"	"Yes"	"1"			181
	"9th month"	"09"	"36 weeks"	"36"	"No"	"2"	"2016"	"2016"	169
	"9th month"	"09"	"36 weeks"	"36"	"No"	"2"	"2017"	"2017"	171
	"9th month"	"09"	"36 weeks"	"36"	"No"	"2"	"2018"	"2018"	167
	"9th month"	"09"	"36 weeks"	"36"	"No"	"2"	"2019"	"2019"	198
"Total"	"9th month"	"09"	"36 weeks"	"36"	"No"	"2"			705
"Total"	"9th month"	"09"	"36 weeks"	"36"					886
	"9th month"	"09"	"37 weeks"	"37"	"Yes"	"1"	"2016"	"2016"	141
	"9th month"	"09"	"37 weeks"	"37"	"Yes"	"1"	"2017"	"2017"	157
	"9th month"	"09"	"37 weeks"	"37"	"Yes"	"1"	"2018"	"2018"	167
	"9th month"	"09"	"37 weeks"	"37"	"Yes"	"1"	"2019"	"2019"	170
"Total"	"9th month"	"09"	"37 weeks"	"37"	"Yes"	"1"			635
	"9th month"	"09"	"37 weeks"	"37"	"No"	"2"	"2016"	"2016"	1039
	"9th month"	"09"	"37 weeks"	"37"	"No"	"2"	"2017"	"2017"	1165
	"9th month"	"09"	"37 weeks"	"37"	"No"	"2"	"2018"	"2018"	1207
	"9th month"	"09"	"37 weeks"	"37"	"No"	"2"	"2019"	"2019"	1420
"Total"	"9th month"	"09"	"37 weeks"	"37"	"No"	"2"			4831
"Total"	"9th month"	"09"	"37 weeks"	"37"					5466
	"9th month"	"09"	"38 weeks"	"38"	"Yes"	"1"	"2016"	"2016"	239
	"9th month"	"09"	"38 weeks"	"38"	"Yes"	"1"	"2017"	"2017"	227
	"9th month"	"09"	"38 weeks"	"38"	"Yes"	"1"	"2018"	"2018"	256
	"9th month"	"09"	"38 weeks"	"38"	"Yes"	"1"	"2019"	"2019"	246
"Total"	"9th month"	"09"	"38 weeks"	"38"	"Yes"	"1"			968
	"9th month"	"09"	"38 weeks"	"38"	"No"	"2"	"2016"	"2016"	3081
	"9th month"	"09"	"38 weeks"	"38"	"No"	"2"	"2017"	"2017"	2993
	"9th month"	"09"	"38 weeks"	"38"	"No"	"2"	"2018"	"2018"	3150
	"9th month"	"09"	"38 weeks"	"38"	"No"	"2"	"2019"	"2019"	3385
"Total"	"9th month"	"09"	"38 weeks"	"38"	"No"	"2"			12609
"Total"	"9th month"	"09"	"38 weeks"	"38"					13577
	"9th month"	"09"	"39 weeks"	"39"	"Yes"	"1"	"2016"	"2016"	457
	"9th month"	"09"	"39 weeks"	"39"	"Yes"	"1"	"2017"	"2017"	496
	"9th month"	"09"	"39 weeks"	"39"	"Yes"	"1"	"2018"	"2018"	555
	"9th month"	"09"	"39 weeks"	"39"	"Yes"	"1"	"2019"	"2019"	507
"Total"	"9th month"	"09"	"39 weeks"	"39"	"Yes"	"1"			2015
	"9th month"	"09"	"39 weeks"	"39"	"No"	"2"	"2016"	"2016"	8483
	"9th month"	"09"	"39 weeks"	"39"	"No"	"2"	"2017"	"2017"	8921
	"9th month"	"09"	"39 weeks"	"39"	"No"	"2"	"2018"	"2018"	8716
	"9th month"	"09"	"39 weeks"	"39"	"No"	"2"	"2019"	"2019"	9432
"Total"	"9th month"	"09"	"39 weeks"	"39"	"No"	"2"			35552
"Total"	"9th month"	"09"	"39 weeks"	"39"					37567
	"9th month"	"09"	"40 weeks"	"40"	"Yes"	"1"	"2016"	"2016"	300
	"9th month"	"09"	"40 weeks"	"40"	"Yes"	"1"	"2017"	"2017"	339
	"9th month"	"09"	"40 weeks"	"40"	"Yes"	"1"	"2018"	"2018"	328
	"9th month"	"09"	"40 weeks"	"40"	"Yes"	"1"	"2019"	"2019"	286
"Total"	"9th month"	"09"	"40 weeks"	"40"	"Yes"	"1"			1253
	"9th month"	"09"	"40 weeks"	"40"	"No"	"2"	"2016"	"2016"	6786
	"9th month"	"09"	"40 weeks"	"40"	"No"	"2"	"2017"	"2017"	6452
	"9th month"	"09"	"40 weeks"	"40"	"No"	"2"	"2018"	"2018"	6337
	"9th month"	"09"	"40 weeks"	"40"	"No"	"2"	"2019"	"2019"	6383
"Total"	"9th month"	"09"	"40 weeks"	"40"	"No"	"2"			25958
"Total"	"9th month"	"09"	"40 weeks"	"40"					27211
	"9th month"	"09"	"41 weeks"	"41"	"Yes"	"1"	"2016"	"2016"	141
	"9th month"	"09"	"41 weeks"	"41"	"Yes"	"1"	"2017"	"2017"	141
	"9th month"	"09"	"41 weeks"	"41"	"Yes"	"1"	"2018"	"2018"	119
	"9th month"	"09"	"41 weeks"	"41"	"Yes"	"1"	"2019"	"2019"	102
"Total"	"9th month"	"09"	"41 weeks"	"41"	"Yes"	"1"			503
	"9th month"	"09"	"41 weeks"	"41"	"No"	"2"	"2016"	"2016"	2568
	"9th month"	"09"	"41 weeks"	"41"	"No"	"2"	"2017"	"2017"	2466
	"9th month"	"09"	"41 weeks"	"41"	"No"	"2"	"2018"	"2018"	2293
	"9th month"	"09"	"41 weeks"	"41"	"No"	"2"	"2019"	"2019"	2088
"Total"	"9th month"	"09"	"41 weeks"	"41"	"No"	"2"			9415
"Total"	"9th month"	"09"	"41 weeks"	"41"					9918
	"9th month"	"09"	"42 weeks"	"42"	"Yes"	"1"	"2016"	"2016"	19
	"9th month"	"09"	"42 weeks"	"42"	"Yes"	"1"	"2017"	"2017"	8
	"9th month"	"09"	"42 weeks"	"42"	"Yes"	"1"	"2018"	"2018"	18
	"9th month"	"09"	"42 weeks"	"42"	"Yes"	"1"	"2019"	"2019"	11
"Total"	"9th month"	"09"	"42 weeks"	"42"	"Yes"	"1"			56
	"9th month"	"09"	"42 weeks"	"42"	"No"	"2"	"2016"	"2016"	227
	"9th month"	"09"	"42 weeks"	"42"	"No"	"2"	"2017"	"2017"	186
	"9th month"	"09"	"42 weeks"	"42"	"No"	"2"	"2018"	"2018"	190
	"9th month"	"09"	"42 weeks"	"42"	"No"	"2"	"2019"	"2019"	170
"Total"	"9th month"	"09"	"42 weeks"	"42"	"No"	"2"			773
"Total"	"9th month"	"09"	"42 weeks"	"42"					829
	"9th month"	"09"	"43 weeks"	"43"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"43 weeks"	"43"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"43 weeks"	"43"	"Yes"	"1"	"2018"	"2018"	3
	"9th month"	"09"	"43 weeks"	"43"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"9th month"	"09"	"43 weeks"	"43"	"Yes"	"1"			4
	"9th month"	"09"	"43 weeks"	"43"	"No"	"2"	"2016"	"2016"	25
	"9th month"	"09"	"43 weeks"	"43"	"No"	"2"	"2017"	"2017"	15
	"9th month"	"09"	"43 weeks"	"43"	"No"	"2"	"2018"	"2018"	12
	"9th month"	"09"	"43 weeks"	"43"	"No"	"2"	"2019"	"2019"	15
"Total"	"9th month"	"09"	"43 weeks"	"43"	"No"	"2"			67
"Total"	"9th month"	"09"	"43 weeks"	"43"					71
	"9th month"	"09"	"44 weeks"	"44"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"44 weeks"	"44"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"44 weeks"	"44"	"Yes"	"1"	"2018"	"2018"	1
	"9th month"	"09"	"44 weeks"	"44"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"44 weeks"	"44"	"Yes"	"1"			1
	"9th month"	"09"	"44 weeks"	"44"	"No"	"2"	"2016"	"2016"	6
	"9th month"	"09"	"44 weeks"	"44"	"No"	"2"	"2017"	"2017"	7
	"9th month"	"09"	"44 weeks"	"44"	"No"	"2"	"2018"	"2018"	8
	"9th month"	"09"	"44 weeks"	"44"	"No"	"2"	"2019"	"2019"	4
"Total"	"9th month"	"09"	"44 weeks"	"44"	"No"	"2"			25
"Total"	"9th month"	"09"	"44 weeks"	"44"					26
	"9th month"	"09"	"45 weeks"	"45"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"45 weeks"	"45"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"45 weeks"	"45"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"45 weeks"	"45"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"45 weeks"	"45"	"Yes"	"1"			0
	"9th month"	"09"	"45 weeks"	"45"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"45 weeks"	"45"	"No"	"2"	"2017"	"2017"	4
	"9th month"	"09"	"45 weeks"	"45"	"No"	"2"	"2018"	"2018"	2
	"9th month"	"09"	"45 weeks"	"45"	"No"	"2"	"2019"	"2019"	1
"Total"	"9th month"	"09"	"45 weeks"	"45"	"No"	"2"			7
"Total"	"9th month"	"09"	"45 weeks"	"45"					7
	"9th month"	"09"	"46 weeks"	"46"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"46 weeks"	"46"	"Yes"	"1"	"2017"	"2017"	0
	"9th month"	"09"	"46 weeks"	"46"	"Yes"	"1"	"2018"	"2018"	0
	"9th month"	"09"	"46 weeks"	"46"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"46 weeks"	"46"	"Yes"	"1"			0
	"9th month"	"09"	"46 weeks"	"46"	"No"	"2"	"2016"	"2016"	1
	"9th month"	"09"	"46 weeks"	"46"	"No"	"2"	"2017"	"2017"	0
	"9th month"	"09"	"46 weeks"	"46"	"No"	"2"	"2018"	"2018"	0
	"9th month"	"09"	"46 weeks"	"46"	"No"	"2"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"46 weeks"	"46"	"No"	"2"			1
"Total"	"9th month"	"09"	"46 weeks"	"46"					1
	"9th month"	"09"	"47 weeks"	"47"	"Yes"	"1"	"2016"	"2016"	0
	"9th month"	"09"	"47 weeks"	"47"	"Yes"	"1"	"2017"	"2017"	1
	"9th month"	"09"	"47 weeks"	"47"	"Yes"	"1"	"2018"	"2018"	1
	"9th month"	"09"	"47 weeks"	"47"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"9th month"	"09"	"47 weeks"	"47"	"Yes"	"1"			2
	"9th month"	"09"	"47 weeks"	"47"	"No"	"2"	"2016"	"2016"	0
	"9th month"	"09"	"47 weeks"	"47"	"No"	"2"	"2017"	"2017"	1
	"9th month"	"09"	"47 weeks"	"47"	"No"	"2"	"2018"	"2018"	1
	"9th month"	"09"	"47 weeks"	"47"	"No"	"2"	"2019"	"2019"	2
"Total"	"9th month"	"09"	"47 weeks"	"47"	"No"	"2"			4
"Total"	"9th month"	"09"	"47 weeks"	"47"					6
"Total"	"9th month"	"09"							95565
	"10th month"	"10"	"17 weeks"	"17"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"17 weeks"	"17"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"17 weeks"	"17"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"17 weeks"	"17"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"17 weeks"	"17"	"Yes"	"1"			0
	"10th month"	"10"	"17 weeks"	"17"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"17 weeks"	"17"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"17 weeks"	"17"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"17 weeks"	"17"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"17 weeks"	"17"	"No"	"2"			0
"Total"	"10th month"	"10"	"17 weeks"	"17"					0
	"10th month"	"10"	"18 weeks"	"18"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"18 weeks"	"18"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"18 weeks"	"18"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"18 weeks"	"18"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"18 weeks"	"18"	"Yes"	"1"			0
	"10th month"	"10"	"18 weeks"	"18"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"18 weeks"	"18"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"18 weeks"	"18"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"18 weeks"	"18"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"18 weeks"	"18"	"No"	"2"			0
"Total"	"10th month"	"10"	"18 weeks"	"18"					0
	"10th month"	"10"	"19 weeks"	"19"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"19 weeks"	"19"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"19 weeks"	"19"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"19 weeks"	"19"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"19 weeks"	"19"	"Yes"	"1"			0
	"10th month"	"10"	"19 weeks"	"19"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"19 weeks"	"19"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"19 weeks"	"19"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"19 weeks"	"19"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"19 weeks"	"19"	"No"	"2"			0
"Total"	"10th month"	"10"	"19 weeks"	"19"					0
	"10th month"	"10"	"20 weeks"	"20"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"20 weeks"	"20"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"20 weeks"	"20"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"20 weeks"	"20"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"20 weeks"	"20"	"Yes"	"1"			0
	"10th month"	"10"	"20 weeks"	"20"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"20 weeks"	"20"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"20 weeks"	"20"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"20 weeks"	"20"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"20 weeks"	"20"	"No"	"2"			0
"Total"	"10th month"	"10"	"20 weeks"	"20"					0
	"10th month"	"10"	"21 weeks"	"21"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"21 weeks"	"21"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"21 weeks"	"21"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"21 weeks"	"21"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"21 weeks"	"21"	"Yes"	"1"			0
	"10th month"	"10"	"21 weeks"	"21"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"21 weeks"	"21"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"21 weeks"	"21"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"21 weeks"	"21"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"21 weeks"	"21"	"No"	"2"			0
"Total"	"10th month"	"10"	"21 weeks"	"21"					0
	"10th month"	"10"	"22 weeks"	"22"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"22 weeks"	"22"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"22 weeks"	"22"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"22 weeks"	"22"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"22 weeks"	"22"	"Yes"	"1"			0
	"10th month"	"10"	"22 weeks"	"22"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"22 weeks"	"22"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"22 weeks"	"22"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"22 weeks"	"22"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"22 weeks"	"22"	"No"	"2"			0
"Total"	"10th month"	"10"	"22 weeks"	"22"					0
	"10th month"	"10"	"23 weeks"	"23"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"23 weeks"	"23"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"23 weeks"	"23"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"23 weeks"	"23"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"23 weeks"	"23"	"Yes"	"1"			0
	"10th month"	"10"	"23 weeks"	"23"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"23 weeks"	"23"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"23 weeks"	"23"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"23 weeks"	"23"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"23 weeks"	"23"	"No"	"2"			0
"Total"	"10th month"	"10"	"23 weeks"	"23"					0
	"10th month"	"10"	"24 weeks"	"24"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"24 weeks"	"24"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"24 weeks"	"24"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"24 weeks"	"24"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"24 weeks"	"24"	"Yes"	"1"			0
	"10th month"	"10"	"24 weeks"	"24"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"24 weeks"	"24"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"24 weeks"	"24"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"24 weeks"	"24"	"No"	"2"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"24 weeks"	"24"	"No"	"2"			0
"Total"	"10th month"	"10"	"24 weeks"	"24"					0
	"10th month"	"10"	"25 weeks"	"25"	"Yes"	"1"	"2016"	"2016"	0
	"10th month"	"10"	"25 weeks"	"25"	"Yes"	"1"	"2017"	"2017"	0
	"10th month"	"10"	"25 weeks"	"25"	"Yes"	"1"	"2018"	"2018"	0
	"10th month"	"10"	"25 weeks"	"25"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"10th month"	"10"	"25 weeks"	"25"	"Yes"	"1"			0
	"10th month"	"10"	"25 weeks"	"25"	"No"	"2"	"2016"	"2016"	0
	"10th month"	"10"	"25 weeks"	"25"	"No"	"2"	"2017"	"2017"	0
	"10th month"	"10"	"25 weeks"	"25"	"No"	"2"	"2018"	"2018"	0
	"10th month"	"10"	"25 weeks"	"25"	"No"	"2"	"2019"	"2019"	0
