Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI,State
Health Insurance Status Postpartum,No insurance,,2018,1069,12.4,(9.3-16.2),Virginia
Health Insurance Status Postpartum,No insurance,,2019,899,10.9,(8.0-14.7),Virginia
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,651,78.0,(73.6-81.9),Virginia
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1054,75.9,(71.3-80.0),Virginia
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1122,82.0,(78.0-85.5),Virginia
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,957,80.7,(76.2-84.5),Virginia
Breastfeeding Practices,Ever breastfed,,2016,656,88.3,(84.6-91.1),Virginia
Breastfeeding Practices,Ever breastfed,,2017,1057,89.9,(86.5-92.6),Virginia
Breastfeeding Practices,Ever breastfed,,2018,1128,89.4,(85.7-92.2),Virginia
Breastfeeding Practices,Ever breastfed,,2019,965,88.5,(84.5-91.5),Virginia
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,658,68.0,(63.2-72.4),Virginia
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1053,72.5,(67.9-76.8),Virginia
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1119,70.2,(65.4-74.6),Virginia
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,954,70.9,(65.9-75.4),Virginia
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2016,1266,44.2,(40.8-47.7),Washington
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2017,1230,45.1,(41.8-48.5),Washington
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2018,1139,44.5,(41.1-48.0),Washington
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2019,1185,43.8,(40.5-47.2),Washington
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2016,1227,2.9,(2.0-4.4),Washington
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2017,1188,3.6,(2.5-5.1),Washington
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2018,1112,3.8,(2.7-5.4),Washington
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2019,1147,2.3,(1.5-3.6),Washington
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2016,1227,23.6,(20.7-26.7),Washington
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2017,1188,27.7,(24.6-31.0),Washington
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2018,1112,26.3,(23.3-29.6),Washington
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2019,1147,25.7,(22.8-28.9),Washington
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2016,1227,22.4,(19.6-25.5),Washington
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2017,1188,23.6,(20.7-26.7),Washington
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2018,1112,25.0,(22.0-28.2),Washington
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2019,1147,25.2,(22.4-28.3),Washington
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2016,1265,15.5,(12.9-18.4),Washington
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2017,1224,16.3,(13.7-19.3),Washington
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,1135,11.5,(9.3-14.1),Washington
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,1176,14.8,(12.4-17.5),Washington
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,1265,5.6,(4.0-7.6),Washington
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,1232,6.0,(4.3-8.2),Washington
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,1133,4.9,(3.4-6.9),Washington
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,1178,6.4,(4.8-8.6),Washington
Substance Use,Any cigarette smoking,Postpartum,2016,1263,8.7,(6.7-11.1),Washington
Substance Use,Any cigarette smoking,Postpartum,2017,1231,9.7,(7.6-12.3),Washington
Substance Use,Any cigarette smoking,Postpartum,2018,1133,6.6,(4.9-8.8),Washington
Substance Use,Any cigarette smoking,Postpartum,2019,1176,8.5,(6.6-10.8),Washington
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1256,3.7,(2.5-5.5),Washington
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1223,3.7,(2.5-5.5),Washington
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,1133,2.9,(1.9-4.5),Washington
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1175,4.5,(3.2-6.4),Washington
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1259,1.1,(0.5-2.4),Washington
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1227,1.4,(0.7-2.8),Washington
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1135,1.3,(0.7-2.5),Washington
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1175,1.3,(0.6-2.7),Washington
Substance Use,Hookah use in the last 2 years,,2016,1249,3.0,(2.0-4.6),Washington
Substance Use,Hookah use in the last 2 years,,2017,1218,3.0,(2.0-4.4),Washington
Substance Use,Hookah use in the last 2 years,,2018,1127,1.4,(0.8-2.4),Washington
Substance Use,Hookah use in the last 2 years,,2019,1162,1.6,(0.9-2.7),Washington
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,1230,3.5,(2.3-5.2),Washington
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,1209,4.1,(2.8-5.9),Washington
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,1126,2.8,(1.8-4.2),Washington
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1169,3.0,(2.0-4.4),Washington
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1251,2.5,(1.5-4.0),Washington
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1209,2.3,(1.4-3.7),Washington
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1125,1.9,(1.1-3.3),Washington
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1158,3.0,(2.0-4.5),Washington
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1246,1.6,(0.9-2.8),Washington
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1201,1.9,(1.1-3.4),Washington
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1121,1.2,(0.6-2.5),Washington
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1150,2.1,(1.3-3.5),Washington
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1263,11.6,(9.5-14.2),Washington
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1223,12.5,(10.3-15.1),Washington
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1135,12.6,(10.3-15.4),Washington
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1178,14.1,(11.8-16.7),Washington
Depression,Self-reported depression during pregnancy,,2016,1249,12.1,(9.9-14.7),Washington
Depression,Self-reported depression during pregnancy,,2017,1215,11.3,(9.2-13.7),Washington
Depression,Self-reported depression during pregnancy,,2018,1119,11.8,(9.6-14.5),Washington
Depression,Self-reported depression during pregnancy,,2019,1166,12.4,(10.3-15.0),Washington
Depression,Self-reported postpartum depressive symptoms,,2016,1202,11.8,(9.7-14.2),Washington
Depression,Self-reported postpartum depressive symptoms,,2017,1193,11.3,(9.3-13.8),Washington
Depression,Self-reported postpartum depressive symptoms,,2018,1100,11.4,(9.4-13.7),Washington
Depression,Self-reported postpartum depressive symptoms,,2019,1155,12.9,(10.8-15.3),Washington
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1255,63.9,(60.5-67.1),Washington
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1223,65.1,(61.8-68.2),Washington
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1128,67.3,(64.0-70.4),Washington
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1172,66.4,(63.1-69.5),Washington
Health Care Services,Began prenatal care in 1st trimester,,2016,1238,88.9,(86.5-90.9),Washington
Health Care Services,Began prenatal care in 1st trimester,,2017,1220,88.0,(85.5-90.2),Washington
Health Care Services,Began prenatal care in 1st trimester,,2018,1121,89.0,(86.5-91.0),Washington
Health Care Services,Began prenatal care in 1st trimester,,2019,1171,91.3,(89.2-93.0),Washington
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1229,67.4,(63.9-70.7),Washington
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1217,64.9,(61.4-68.1),Washington
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1120,66.8,(63.3-70.1),Washington
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1167,70.5,(67.2-73.5),Washington
Health Care Services,Had maternal postpartum checkup,,2016,1251,91.2,(89.0-93.0),Washington
Health Care Services,Had maternal postpartum checkup,,2017,1226,89.9,(87.6-91.8),Washington
Health Care Services,Had maternal postpartum checkup,,2018,1130,92.4,(90.4-94.1),Washington
Health Care Services,Had maternal postpartum checkup,,2019,1171,90.2,(87.9-92.1),Washington
Pregnancy Intention,Mistimed,,2016,1235,15.2,(12.8-17.9),Washington
Pregnancy Intention,Mistimed,,2017,1217,17.2,(14.7-20.0),Washington
Pregnancy Intention,Mistimed,,2018,1124,17.4,(14.8-20.2),Washington
Pregnancy Intention,Mistimed,,2019,1176,16.5,(14.2-19.2),Washington
Pregnancy Intention,Unwanted pregnancy,,2016,1235,5.5,(4.1-7.4),Washington
Pregnancy Intention,Unwanted pregnancy,,2017,1217,4.2,(3.0-5.9),Washington
Pregnancy Intention,Unwanted pregnancy,,2018,1124,4.9,(3.6-6.7),Washington
Pregnancy Intention,Unwanted pregnancy,,2019,1176,4.9,(3.6-6.5),Washington
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1235,14.2,(11.9-17.0),Washington
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1217,14.1,(11.8-16.8),Washington
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1124,15.9,(13.5-18.7),Washington
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1176,13.5,(11.3-16.0),Washington
Pregnancy Intention,Intended pregnancy,,2016,1235,65.1,(61.6-68.4),Washington
Pregnancy Intention,Intended pregnancy,,2017,1217,64.5,(61.1-67.8),Washington
Pregnancy Intention,Intended pregnancy,,2018,1124,61.8,(58.3-65.2),Washington
Pregnancy Intention,Intended pregnancy,,2019,1176,65.1,(61.8-68.3),Washington
Postpartum Family Planning,Use of any postpartum contraception,,2016,1241,77.8,(74.8-80.6),Washington
Postpartum Family Planning,Use of any postpartum contraception,,2017,1194,77.4,(74.4-80.1),Washington
Postpartum Family Planning,Use of any postpartum contraception,,2018,1120,81.4,(78.5-83.9),Washington
Postpartum Family Planning,Use of any postpartum contraception,,2019,1157,74.9,(71.8-77.7),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1241,10.6,(8.6-12.9),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1194,10.7,(8.7-13.1),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1120,12.2,(10.0-14.7),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1157,10.4,(8.5-12.8),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1241,23.8,(20.9-26.9),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1194,23.7,(20.9-26.7),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1120,23.0,(20.2-26.2),Washington
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1157,21.7,(19.1-24.5),Washington
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1241,19.6,(16.9-22.5),Washington
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1194,19.9,(17.3-22.8),Washington
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1120,21.0,(18.2-24.0),Washington
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1157,19.9,(17.2-22.8),Washington
Postpartum Family Planning,Least effective contraceptive methods,,2016,1241,23.9,(21.1-27.0),Washington
Postpartum Family Planning,Least effective contraceptive methods,,2017,1194,23.1,(20.3-26.1),Washington
Postpartum Family Planning,Least effective contraceptive methods,,2018,1120,25.2,(22.2-28.4),Washington
Postpartum Family Planning,Least effective contraceptive methods,,2019,1157,22.9,(20.2-25.9),Washington
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1259,53.9,(50.4-57.4),Washington
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1222,51.1,(47.6-54.5),Washington
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1136,55.0,(51.5-58.5),Washington
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1172,53.7,(50.3-57.1),Washington
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1222,70.4,(67.2-73.5),Washington
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1190,67.5,(64.2-70.7),Washington
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1107,66.6,(63.2-69.8),Washington
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1153,67.6,(64.4-70.7),Washington
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1222,17.5,(14.9-20.4),Washington
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1190,21.5,(18.6-24.7),Washington
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1107,21.8,(18.9-25.1),Washington
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1153,21.8,(19.0-24.8),Washington
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1222,12.1,(10.1-14.3),Washington
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1190,11.0,(9.2-13.2),Washington
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1107,11.6,(9.7-13.9),Washington
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1153,10.6,(8.7-12.8),Washington
Health Insurance Status for Prenatal Care,Private insurance,,2016,1181,69.1,(65.7-72.2),Washington
Health Insurance Status for Prenatal Care,Private insurance,,2017,1157,66.1,(62.6-69.4),Washington
Health Insurance Status for Prenatal Care,Private insurance,,2018,1082,66.8,(63.3-70.0),Washington
Health Insurance Status for Prenatal Care,Private insurance,,2019,1138,65.8,(62.5-69.0),Washington
Health Insurance Status for Prenatal Care,Medicaid,,2016,1181,30.6,(27.4-33.9),Washington
Health Insurance Status for Prenatal Care,Medicaid,,2017,1157,33.3,(30.0-36.8),Washington
Health Insurance Status for Prenatal Care,Medicaid,,2018,1082,32.9,(29.7-36.4),Washington
Health Insurance Status for Prenatal Care,Medicaid,,2019,1138,33.7,(30.5-36.9),Washington
Health Insurance Status for Prenatal Care,No insurance,,2016,1181,0.4,(0.1-1.2),Washington
Health Insurance Status for Prenatal Care,No insurance,,2017,1157,0.6,(0.2-1.8),Washington
Health Insurance Status for Prenatal Care,No insurance,,2018,1082,0.3,(0.1-1.0),Washington
Health Insurance Status for Prenatal Care,No insurance,,2019,1138,0.5,(0.2-1.3),Washington
Health Insurance Status Postpartum,Private insurance,,2016,1211,64.7,(61.3-67.9),Washington
Health Insurance Status Postpartum,Private insurance,,2017,1176,63.7,(60.3-67.0),Washington
Health Insurance Status Postpartum,Private insurance,,2018,1095,64.1,(60.6-67.5),Washington
Health Insurance Status Postpartum,Private insurance,,2019,1156,63.4,(60.1-66.6),Washington
Health Insurance Status Postpartum,Medicaid,,2016,1211,25.2,(22.2-28.5),Washington
Health Insurance Status Postpartum,Medicaid,,2017,1176,27.8,(24.7-31.3),Washington
Health Insurance Status Postpartum,Medicaid,,2018,1095,26.4,(23.2-29.8),Washington
Health Insurance Status Postpartum,Medicaid,,2019,1156,26.9,(23.9-30.1),Washington
Health Insurance Status Postpartum,No insurance,,2016,1211,10.1,(8.4-12.1),Washington
Health Insurance Status Postpartum,No insurance,,2017,1176,8.5,(6.9-10.3),Washington
Health Insurance Status Postpartum,No insurance,,2018,1095,9.5,(7.7-11.7),Washington
Health Insurance Status Postpartum,No insurance,,2019,1156,9.7,(8.0-11.7),Washington
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1235,80.6,(77.8-83.2),Washington
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1200,85.3,(82.8-87.4),Washington
