Category,Indicator,Year,SampleSize,Prevalence,CI,State
Pre-pregnancy Weight,Underweight (BMI<18.5),2015,1426,1.7,(1.1-2.7),Wisconsin
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2012,1450,26.5,(23.1-30.2),Wisconsin
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2013,1494,23.1,(19.9-26.7),Wisconsin
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2014,1457,24.9,(21.6-28.5),Wisconsin
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2015,1426,22.8,(19.6-26.5),Wisconsin
Pre-pregnancy Weight,Obese (BMI >30),2012,1450,25.1,(21.8-28.8),Wisconsin
Pre-pregnancy Weight,Obese (BMI >30),2013,1494,23.1,(19.9-26.6),Wisconsin
Pre-pregnancy Weight,Obese (BMI >30),2014,1457,23.8,(20.6-27.3),Wisconsin
Pre-pregnancy Weight,Obese (BMI >30),2015,1426,25.4,(22.0-29.1),Wisconsin
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2012,1465,24.8,(21.3-28.7),Wisconsin
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2013,1497,27.7,(24.0-31.8),Wisconsin
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2014,1444,23.8,(20.4-27.5),Wisconsin
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2015,1416,20.5,(17.2-24.4),Wisconsin
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2012,1468,12.9,(10.3-16.0),Wisconsin
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2013,1496,16.4,(13.2-20.1),Wisconsin
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2014,1444,12.2,(9.6-15.4),Wisconsin
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2015,1415,9.7,(7.3-12.7),Wisconsin
Substance Use,Any cigarette smoking postpartum,2012,1477,17.3,(14.3-20.7),Wisconsin
Substance Use,Any cigarette smoking postpartum,2013,1500,17.9,(14.7-21.6),Wisconsin
Substance Use,Any cigarette smoking postpartum,2014,1449,16.3,(13.4-19.7),Wisconsin
Substance Use,Any cigarette smoking postpartum,2015,1420,15.3,(12.3-18.8),Wisconsin
Substance Use,Any alcohol use during the 3 months before pregnancy,2012,1467,69.3,(65.8-72.5),Wisconsin
Substance Use,Any alcohol use during the 3 months before pregnancy,2013,1494,66.9,(63.2-70.4),Wisconsin
Substance Use,Any alcohol use during the 3 months before pregnancy,2014,1444,71.4,(68.0-74.5),Wisconsin
Substance Use,Any alcohol use during the 3 months before pregnancy,2015,1409,67.3,(63.5-70.8),Wisconsin
Substance Use,Any alcohol use during the last 3 months of pregnancy,2012,1471,7.9,(5.9-10.4),Wisconsin
Substance Use,Any alcohol use during the last 3 months of pregnancy,2013,1499,8.3,(6.3-11.0),Wisconsin
Substance Use,Any alcohol use during the last 3 months of pregnancy,2014,1445,7.9,(6.0-10.5),Wisconsin
Substance Use,Any alcohol use during the last 3 months of pregnancy,2015,1409,7.4,(5.5-9.7),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy,2012,1473,3.0,(2.0-4.7),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy,2013,1502,2.8,(1.7-4.6),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy,2014,1443,2.3,(1.5-3.7),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy,2015,1406,1.7,(1.0-3.0),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during pregnancy,2012,1470,2.7,(1.7-4.1),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during pregnancy,2013,1501,2.0,(1.1-3.6),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during pregnancy,2014,1443,2.5,(1.6-3.9),Wisconsin
Intimate Partner Violence (IPV),Experienced IPV during pregnancy,2015,1406,1.3,(0.9-1.9),Wisconsin
Depression,Told by a provider had depression before pregnancy,2012,1481,12.0,(9.6-14.9),Wisconsin
Depression,Told by a provider had depression before pregnancy,2013,1529,10.6,(8.3-13.4),Wisconsin
Depression,Told by a provider had depression before pregnancy,2014,1488,14.3,(11.6-17.4),Wisconsin
Depression,Told by a provider had depression before pregnancy,2015,1451,15.2,(12.3-18.8),Wisconsin
Depression,Self-reported postpartum depressive symptoms,2012,1461,11.2,(8.9-13.9),Wisconsin
Depression,Self-reported postpartum depressive symptoms,2013,1490,9.7,(7.7-12.0),Wisconsin
Depression,Self-reported postpartum depressive symptoms,2014,1432,12.4,(10.1-15.1),Wisconsin
Depression,Self-reported postpartum depressive symptoms,2015,1390,9.9,(7.8-12.5),Wisconsin
Pregnancy Intention and Family Planning,Mistimed/unwanted pregnancy,2012,1246,33.3,(29.5-37.4),Wisconsin
Pregnancy Intention and Family Planning,Mistimed/unwanted pregnancy,2013,1267,32.7,(28.8-36.9),Wisconsin
Pregnancy Intention and Family Planning,Mistimed/unwanted pregnancy,2014,1188,27.9,(24.3-31.8),Wisconsin
Pregnancy Intention and Family Planning,Mistimed/unwanted pregnancy,2015,1161,31.0,(27.0-35.3),Wisconsin
Pregnancy Intention and Family Planning,Unsure about pregnancy,2012,1481,11.9,(9.6-14.7),Wisconsin
Pregnancy Intention and Family Planning,Unsure about pregnancy,2013,1521,14.2,(11.5-17.3),Wisconsin
Pregnancy Intention and Family Planning,Unsure about pregnancy,2014,1484,15.9,(13.1-19.0),Wisconsin
Pregnancy Intention and Family Planning,Unsure about pregnancy,2015,1449,14.8,(12.1-18.1),Wisconsin
Pregnancy Intention and Family Planning,Postpartum contraceptive use,2012,1466,82.5,(79.4-85.3),Wisconsin
Pregnancy Intention and Family Planning,Postpartum contraceptive use,2013,1490,80.8,(77.4-83.9),Wisconsin
Pregnancy Intention and Family Planning,Postpartum contraceptive use,2014,1431,81.8,(78.5-84.6),Wisconsin
Pregnancy Intention and Family Planning,Postpartum contraceptive use,2015,1395,80.4,(76.9-83.6),Wisconsin
Health Care Services,Talked to provider about improving health before pregnancy,2012,1496,23.7,(20.6-27.2),Wisconsin
Health Care Services,Talked to provider about improving health before pregnancy,2013,1538,24.9,(21.7-28.5),Wisconsin
Health Care Services,Talked to provider about improving health before pregnancy,2014,1499,23.6,(20.5-27.0),Wisconsin
Health Care Services,Talked to provider about improving health before pregnancy,2015,1461,23.7,(20.6-27.2),Wisconsin
Health Care Services,Began prenatal care in 1st trimester,2012,1468,85.0,(82.0-87.6),Wisconsin
Health Care Services,Began prenatal care in 1st trimester,2013,1508,86.9,(84.0-89.3),Wisconsin
Health Care Services,Began prenatal care in 1st trimester,2014,1468,84.2,(81.0-86.9),Wisconsin
Health Care Services,Began prenatal care in 1st trimester,2015,1438,86.8,(83.7-89.3),Wisconsin
Health Care Services,Took childbirth class,2012,1473,28.0,(24.4-31.8),Wisconsin
Health Care Services,Took childbirth class,2013,1502,24.3,(21.2-27.7),Wisconsin
Health Care Services,Took childbirth class,2014,1455,27.2,(23.8-30.9),Wisconsin
Health Care Services,Took childbirth class,2015,1421,24.8,(21.5-28.5),Wisconsin
Health Care Services,Had home visitor during pregnancy,2012,1473,7.2,(5.7-9.0),Wisconsin
Health Care Services,Had home visitor during pregnancy,2013,1501,6.8,(5.4-8.6),Wisconsin
Health Care Services,Had home visitor during pregnancy,2014,1456,8.4,(6.7-10.6),Wisconsin
Health Care Services,Had home visitor during pregnancy,2015,1421,7.1,(5.4-9.2),Wisconsin
Health Care Services,Had flu shot before or during pregnancy,2012,1458,58.4,(54.3-62.3),Wisconsin
Health Care Services,Had flu shot before or during pregnancy,2013,1474,65.7,(61.6-69.4),Wisconsin
Health Care Services,Had flu shot before or during pregnancy,2014,1426,65.2,(61.2-69.0),Wisconsin
Health Care Services,Had flu shot before or during pregnancy,2015,1400,64.7,(60.6-68.6),Wisconsin
Health Care Services,Had maternal postpartum checkup,2012,1461,93.0,(90.7-94.7),Wisconsin
Health Care Services,Had maternal postpartum checkup,2013,1489,93.0,(90.5-94.9),Wisconsin
Health Care Services,Had maternal postpartum checkup,2014,1436,92.0,(89.6-93.8),Wisconsin
Health Care Services,Had maternal postpartum checkup,2015,1392,92.0,(89.7-93.8),Wisconsin
Oral Health,Teeth cleaned during 12 months before pregnancy,2012,1509,60.8,(56.9-64.6),Wisconsin
Oral Health,Teeth cleaned during 12 months before pregnancy,2013,1533,63.0,(59.1-66.7),Wisconsin
Oral Health,Teeth cleaned during 12 months before pregnancy,2014,1501,63.9,(60.1-67.5),Wisconsin
Oral Health,Teeth cleaned during 12 months before pregnancy,2015,1466,62.7,(58.8-66.5),Wisconsin
Oral Health,Teeth cleaned during pregnancy,2012,1473,54.0,(50.0-58.0),Wisconsin
Oral Health,Teeth cleaned during pregnancy,2013,1504,56.5,(52.4-60.4),Wisconsin
Oral Health,Teeth cleaned during pregnancy,2014,1448,58.2,(54.3-62.0),Wisconsin
Oral Health,Teeth cleaned during pregnancy,2015,1419,55.5,(51.4-59.5),Wisconsin
Oral Health,Had dental insurance during pregnancy,2012,1455,78.9,(75.5-82.0),Wisconsin
Oral Health,Had dental insurance during pregnancy,2013,1494,80.1,(76.7-83.2),Wisconsin
Oral Health,Had dental insurance during pregnancy,2014,1443,81.2,(77.8-84.1),Wisconsin
Oral Health,Had dental insurance during pregnancy,2015,1414,80.8,(77.3-83.9),Wisconsin
Pre-pregnancy Health Insurance Status,Private insurance,2012,1444,61.0,(57.1-64.7),Wisconsin
Pre-pregnancy Health Insurance Status,Private insurance,2013,1494,62.5,(58.6-66.2),Wisconsin
Pre-pregnancy Health Insurance Status,Private insurance,2014,1441,64.5,(60.8-68.1),Wisconsin
Pre-pregnancy Health Insurance Status,Private insurance,2015,1422,67.5,(63.8-71.1),Wisconsin
Pre-pregnancy Health Insurance Status,Medicaid,2012,1444,25.6,(22.3-29.1),Wisconsin
Pre-pregnancy Health Insurance Status,Medicaid,2013,1494,24.0,(20.7-27.6),Wisconsin
Pre-pregnancy Health Insurance Status,Medicaid,2014,1441,23.5,(20.5-26.8),Wisconsin
Pre-pregnancy Health Insurance Status,Medicaid,2015,1422,21.2,(18.3-24.4),Wisconsin
Pre-pregnancy Health Insurance Status,No insurance,2012,1444,13.5,(11.0-16.3),Wisconsin
Pre-pregnancy Health Insurance Status,No insurance,2013,1494,13.5,(11.1-16.4),Wisconsin
Pre-pregnancy Health Insurance Status,No insurance,2014,1441,12.0,(9.7-14.7),Wisconsin
Pre-pregnancy Health Insurance Status,No insurance,2015,1422,11.3,(8.9-14.2),Wisconsin
Health Insurance Status During Pregnancy,Private insurance,2012,1456,57.6,(53.8-61.4),Wisconsin
Health Insurance Status During Pregnancy,Private insurance,2013,1462,61.0,(57.1-64.8),Wisconsin
Health Insurance Status During Pregnancy,Private insurance,2014,1441,62.5,(58.7-66.1),Wisconsin
Health Insurance Status During Pregnancy,Private insurance,2015,1411,63.7,(59.8-67.4),Wisconsin
Health Insurance Status During Pregnancy,Medicaid,2012,1456,40.7,(37.0-44.6),Wisconsin
Health Insurance Status During Pregnancy,Medicaid,2013,1462,36.3,(32.6-40.1),Wisconsin
Health Insurance Status During Pregnancy,Medicaid,2014,1441,34.7,(31.2-38.4),Wisconsin
Health Insurance Status During Pregnancy,Medicaid,2015,1411,33.9,(30.3-37.7),Wisconsin
Health Insurance Status During Pregnancy,No insurance,2012,1488,1.8,(1.0-3.1),Wisconsin
Health Insurance Status During Pregnancy,No insurance,2013,1509,3.5,(2.1-5.7),Wisconsin
Health Insurance Status During Pregnancy,No insurance,2014,1483,3.3,(2.1-5.3),Wisconsin
Health Insurance Status During Pregnancy,No insurance,2015,1447,2.4,(1.4-4.2),Wisconsin
Health Insurance Status Postpartum,Private insurance,2012,1446,56.3,(52.4-60.2),Wisconsin
Health Insurance Status Postpartum,Private insurance,2013,1466,58.5,(54.5-62.3),Wisconsin
Health Insurance Status Postpartum,Private insurance,2014,1400,62.8,(59.0-66.4),Wisconsin
Health Insurance Status Postpartum,Private insurance,2015,1355,64.1,(60.2-67.8),Wisconsin
Health Insurance Status Postpartum,Medicaid,2012,1446,35.7,(32.0-39.6),Wisconsin
Health Insurance Status Postpartum,Medicaid,2013,1466,32.6,(28.9-36.5),Wisconsin
Health Insurance Status Postpartum,Medicaid,2014,1400,28.6,(25.2-32.1),Wisconsin
Health Insurance Status Postpartum,Medicaid,2015,1355,28.0,(24.4-31.8),Wisconsin
Health Insurance Status Postpartum,No insurance,2012,1467,7.9,(6.3-9.7),Wisconsin
Health Insurance Status Postpartum,No insurance,2013,1498,8.8,(6.9-11.3),Wisconsin
Health Insurance Status Postpartum,No insurance,2014,1437,8.5,(6.6-11.0),Wisconsin
Health Insurance Status Postpartum,No insurance,2015,1400,7.8,(6.0-9.9),Wisconsin
Infant Sleep Practices,Baby most often laid on back to sleep,2012,1433,84.8,(81.8-87.4),Wisconsin
Infant Sleep Practices,Baby most often laid on back to sleep,2013,1461,83.2,(79.8-86.1),Wisconsin
Infant Sleep Practices,Baby most often laid on back to sleep,2014,1402,84.7,(81.6-87.4),Wisconsin
Infant Sleep Practices,Baby most often laid on back to sleep,2015,1359,87.8,(84.9-90.2),Wisconsin
Breastfeeding Practices,Ever breastfed,2012,1437,83.2,(80.0-86.0),Wisconsin
Breastfeeding Practices,Ever breastfed,2013,1472,87.2,(84.1-89.7),Wisconsin
Breastfeeding Practices,Ever breastfed,2014,1407,90.0,(87.5-92.0),Wisconsin
Breastfeeding Practices,Ever breastfed,2015,1367,87.7,(84.7-90.1),Wisconsin
Breastfeeding Practices,Any breastfeeding at 8 weeks,2012,1414,61.4,(57.4-65.3),Wisconsin
Breastfeeding Practices,Any breastfeeding at 8 weeks,2013,1451,67.7,(63.8-71.3),Wisconsin
Breastfeeding Practices,Any breastfeeding at 8 weeks,2014,1394,69.9,(66.1-73.4),Wisconsin
Breastfeeding Practices,Any breastfeeding at 8 weeks,2015,1355,70.3,(66.4-73.9),Wisconsin
Nutrition and Exercise,Multivitamin use > 4 days a week during the month before pregnancy,2012,637,39.2,(34.6-44.1),Wyoming
Nutrition and Exercise,Multivitamin use > 4 days a week during the month before pregnancy,2013,622,40.0,(35.4-44.7),Wyoming
Nutrition and Exercise,Multivitamin use > 4 days a week during the month before pregnancy,2014,624,42.8,(38.2-47.4),Wyoming
Nutrition and Exercise,Multivitamin use > 4 days a week during the month before pregnancy,2015,566,43.3,(38.5-48.2),Wyoming
Nutrition and Exercise,Dieting during the 12 months before pregnancy,2012,637,30.2,(25.9-34.9),Wyoming
Nutrition and Exercise,Dieting during the 12 months before pregnancy,2013,622,31.4,(27.1-36.0),Wyoming
Nutrition and Exercise,Dieting during the 12 months before pregnancy,2014,624,33.7,(29.5-38.2),Wyoming
Nutrition and Exercise,Dieting during the 12 months before pregnancy,2015,565,29.0,(24.8-33.6),Wyoming
Nutrition and Exercise,Exercising > 3 days a week during the 12 months before pregnancy,2012,636,56.0,(51.1-60.8),Wyoming
Nutrition and Exercise,Exercising > 3 days a week during the 12 months before pregnancy,2013,621,53.1,(48.3-57.9),Wyoming
Nutrition and Exercise,Exercising > 3 days a week during the 12 months before pregnancy,2014,623,57.7,(53.0-62.2),Wyoming
Nutrition and Exercise,Exercising > 3 days a week during the 12 months before pregnancy,2015,566,52.6,(47.6-57.5),Wyoming
Pre-pregnancy Weight,Underweight (BMI<18.5),2012,628,3.4,(2.1-5.5),Wyoming
Pre-pregnancy Weight,Underweight (BMI<18.5),2013,602,2.9,(1.7-4.9),Wyoming
Pre-pregnancy Weight,Underweight (BMI<18.5),2014,610,5.1,(3.3-7.8),Wyoming
Pre-pregnancy Weight,Underweight (BMI<18.5),2015,548,3.6,(2.1-6.0),Wyoming
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2012,628,22.6,(18.7-27.0),Wyoming
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2013,602,23.5,(19.6-27.9),Wyoming
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2014,610,22.7,(19.0-26.9),Wyoming
Pre-pregnancy Weight,Overweight (BMI 25-29.9),2015,548,17.9,(14.5-21.9),Wyoming
Pre-pregnancy Weight,Obese (BMI >30),2012,628,21.7,(17.9-26.0),Wyoming
Pre-pregnancy Weight,Obese (BMI >30),2013,602,24.0,(20.0-28.5),Wyoming
Pre-pregnancy Weight,Obese (BMI >30),2014,610,22.6,(18.9-26.7),Wyoming
Pre-pregnancy Weight,Obese (BMI >30),2015,548,22.9,(19.0-27.4),Wyoming
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2012,624,29.3,(24.9-34.0),Wyoming
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2013,618,25.0,(21.1-29.4),Wyoming
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2014,620,26.9,(22.9-31.2),Wyoming
Substance Use,Any cigarette smoking during the 3 months before pregnancy,2015,559,27.4,(23.1-32.2),Wyoming
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2012,624,15.9,(12.5-20.0),Wyoming
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2013,617,13.1,(10.1-16.7),Wyoming
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2014,623,14.4,(11.3-18.1),Wyoming
Substance Use,Any cigarette smoking during the last 3 months of pregnancy,2015,559,13.5,(10.4-17.4),Wyoming
Substance Use,Any cigarette smoking postpartum,2012,624,19.9,(16.1-24.3),Wyoming
Substance Use,Any cigarette smoking postpartum,2013,618,16.0,(12.8-19.9),Wyoming
Substance Use,Any cigarette smoking postpartum,2014,622,18.7,(15.3-22.7),Wyoming
Substance Use,Any cigarette smoking postpartum,2015,559,19.0,(15.3-23.4),Wyoming
Substance Use,Any alcohol use during the 3 months before pregnancy,2012,628,59.0,(54.0-63.7),Wyoming
Substance Use,Any alcohol use during the 3 months before pregnancy,2013,623,60.5,(55.7-65.1),Wyoming
Substance Use,Any alcohol use during the 3 months before pregnancy,2014,621,61.1,(56.5-65.6),Wyoming
Substance Use,Any alcohol use during the 3 months before pregnancy,2015,559,61.9,(57.0-66.6),Wyoming
Substance Use,Any alcohol use during the last 3 months of pregnancy,2012,628,6.9,(4.8-9.8),Wyoming
Substance Use,Any alcohol use during the last 3 months of pregnancy,2013,623,4.9,(3.3-7.4),Wyoming
Substance Use,Any alcohol use during the last 3 months of pregnancy,2014,622,6.2,(4.3-8.8),Wyoming
